place_data_id,place_title,place_rating,place_reviews_count,place_price,place_type,review_user,review_rating,review_text,review_date,review_likes
0x880fd0130adf905f:0x968b9c0eb2cdc6a3,Blind Faith Cafe,4.5,945,$$,Restaurant,"{'name': 'Isa N', 'link': 'https://www.google.com/maps/contrib/101554751086239295520?hl=en-US', 'contributor_id': '101554751086239295520', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVzLHXVOkgpoeL9MVCMliV8SsA4HbFL5sHW0Kqc_WGsL5Pi2oPGow=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 88, 'photos': 31}",4.0,"I enjoyed my wonderful meal.  It's been long while since I last visited.
My server, Charlie, was a pure delight.
It is unfortunate that you no longer have Chili on the menu.",Edited 5 months ago,
0x880fd0130adf905f:0x968b9c0eb2cdc6a3,Blind Faith Cafe,4.5,945,$$,Restaurant,"{'name': 'Sandrine N', 'link': 'https://www.google.com/maps/contrib/110182552603362806026?hl=en-US', 'contributor_id': '110182552603362806026', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocKHmq2PZowdp2oLspG8XkWP15pE3CCH-en8JB61RjIb-BbD6A=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 52, 'photos': 0}",3.0,"Celebratory Dinner – A Cozy Vegetarian Gem

We visited to celebrate my sister’s upcoming wedding, and despite being a party of fourteen (yes, fourteen!), the staff managed to accommodate us with grace and good humor. It was a tight squeeze, but we made it work—and the cozy, charming ambiance helped set the tone for a joyful evening.

We kicked things off with a trio of appetizers: fried Brussels sprouts, nachos, and stuffed ricotta balls. The Brussels sprouts were crisp and well-prepared, though not my personal favorite. The nachos, however, were a standout—easily the best I’ve ever had, with layers of flavor and perfect crunch. The ricotta balls were satisfying, though they could’ve used a touch more seasoning to really shine.

For my main, I had the spinach lasagna. It was generously portioned and hearty, ideal for a chilly evening. That said, I found myself wishing for a bit of salt and pepper—oddly, none was on the table. I also sampled my dad’s black ginger tofu, which was a hit with the rest of the table but tasted a bit bland to me.

Dessert was a delightful assortment of bite-sized treats: vegan chocolate cupcakes (absolutely divine), almond balls, berry crumble, and a coffee-infused square. The cupcakes stole the show—rich, moist, and indulgent without being heavy.

Overall, this is a solid pick for vegetarians and anyone looking for a welcoming, flavorful dining experience. The staff was friendly, the space was cute, and while a few dishes could use a seasoning boost, the highlights more than made up for it. Would definitely recommend, especially for those nachos and cupcakes!",a month ago,
0x880fd0130adf905f:0x968b9c0eb2cdc6a3,Blind Faith Cafe,4.5,945,$$,Restaurant,"{'name': 'Shira Sender', 'link': 'https://www.google.com/maps/contrib/107385451510952947329?hl=en-US', 'contributor_id': '107385451510952947329', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVndD4shEvtENmFQeG7--hl7uN3NOqU64ZWeiDdpI8RGedMZ39LqA=s120-c-rp-mo-ba2-br100', 'local_guide': True, 'reviews': 15, 'photos': 17}",5.0,"Delicious! Staff was so friendly, knowledgeable, and accommodating! Loved that they have both vegan and vegetarian meal offerings for our mixed family. 10/10 would recommend!",3 months ago,
0x880fd0130adf905f:0x968b9c0eb2cdc6a3,Blind Faith Cafe,4.5,945,$$,Restaurant,"{'name': 'Luc M S', 'link': 'https://www.google.com/maps/contrib/107881960428459322008?hl=en-US', 'contributor_id': '107881960428459322008', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocIWeHP4CWPEqBO1hTMZoaETgOg10fkOhD0BlZdzE8QaNB0V3A=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 55, 'photos': 83}",5.0,"On Sunday for lunch the restaurant was buzzing with customers but good table was still available. Five stars and double for everything: excellently prepared fresh and tasty dishes, satisfying portions, warm and attentive servers. As a visitor to Chicago, this was the best food and cheerful, comfortable atmosphere that I found.",11 months ago,
0x880fd0130adf905f:0x968b9c0eb2cdc6a3,Blind Faith Cafe,4.5,945,$$,Restaurant,"{'name': 'M Behringer', 'link': 'https://www.google.com/maps/contrib/112373606531324662549?hl=en-US', 'contributor_id': '112373606531324662549', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWsTkbfhvoQzDm_J8jgZ7VxnXNKxbZDlumhWrVfA_LcsHoARIEM=s120-c-rp-mo-ba2-br100', 'local_guide': True, 'reviews': 11, 'photos': 1}",5.0,"A great restaurant with a good selection of both vegetarian and vegan dishes on the menu. Friendly staff in a relaxed atmosphere. I recommend the black bean and ginger over jasmine rice and the lasagne (which has cheese). A bonus is the attached bakery - carrot cake, cranberry bars, BFC cupcakes and more. My wife commends the Chai latte with oatmilk.",3 weeks ago,
0x880fd0130adf905f:0x968b9c0eb2cdc6a3,Blind Faith Cafe,4.5,945,$$,Restaurant,"{'name': 'Large Father', 'link': 'https://www.google.com/maps/contrib/109326863077633866869?hl=en-US', 'contributor_id': '109326863077633866869', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWC_9IxtQGnGGnyQ3Z1IsP9yIQUlXgn1A14qh61A0pRuLBGK1g=s120-c-rp-mo-ba2-br100', 'local_guide': True, 'reviews': 14, 'photos': 1}",1.0,"we only stopped in for coffee so i can't speak to the food, but all of our cups were unfortunately undrinkable. i got a mocha while my husband and our friend got cappuccinos, and all three were pricey (even for the area), took 10 minutes to make during a quiet hour (new trainee?) and frankly barely recognizable as coffee—burnt, watery, and tasteless. i'm sure other things here are okay but if you're seeking a decent cup look elsewhere.",a week ago,
0x880fcf7a49499575:0xf8e3fbf6f8657044,Zentli,4.8,244,$,Mexican restaurant,"{'name': 'Alexandra Rahn', 'link': 'https://www.google.com/maps/contrib/109222963926095958176?hl=en-US', 'contributor_id': '109222963926095958176', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocLDvMi4-5y4XCpK2ivvmFQqKv-5iA6P41Z853hNgAzmByzQEQ=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 10, 'photos': 1}",5.0,"I love this place. I have celiac disease and am vegetarian and they are able to accommodate me so well! Almost everything is gluten free, including the chips! (No cross contamination in the fryer). I love the enchiladas, house salsa, and margaritas. They also have a great brunch, I get the enfrijoladas. Highly recommend dining in because the art and service are amazing, but they do take out as well!",5 days ago,
0x880fcf7a49499575:0xf8e3fbf6f8657044,Zentli,4.8,244,$,Mexican restaurant,"{'name': 'Mara Bailey', 'link': 'https://www.google.com/maps/contrib/108913724406185773076?hl=en-US', 'contributor_id': '108913724406185773076', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocLGYC2ac8QcIWGLiaJxEN5DVfI97h_JgDc3v9FRQSQLyZNt=s120-c-rp-mo-ba2-br100', 'local_guide': True, 'reviews': 7, 'photos': 0}",5.0,The food here is very good. If you are looking for reasonably priced authentic Mexican food I can not recommend Zentli enough. I had fish tacos which were delicious. I did not order desert but all of my friends did and and they said it was delicious. They also have very good refried beans!,a month ago,
0x880fcf7a49499575:0xf8e3fbf6f8657044,Zentli,4.8,244,$,Mexican restaurant,"{'name': 'Nathan Rubenstein', 'link': 'https://www.google.com/maps/contrib/115004986436765171240?hl=en-US', 'contributor_id': '115004986436765171240', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjU5lEeIXSN7LVGcBHYId8B2GufTO7s1HALU_PVnnfrBrDDv9LGl=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 37, 'photos': 18}",5.0,"Kicking myself for not getting over here sooner! Sat and the bar with my mom and had the chance to chat with the owner, Piloto. He’s a super talented artist and his mom’s mole straight up rules. Everything we ate was on point and the prices are right. A new go to for refined Mexican",a year ago,
0x880fcf7a49499575:0xf8e3fbf6f8657044,Zentli,4.8,244,$,Mexican restaurant,"{'name': 'Maeve Smith', 'link': 'https://www.google.com/maps/contrib/100313901804549481486?hl=en-US', 'contributor_id': '100313901804549481486', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXuzT4Ukq-s00DWpUGw8BS9hWdTgODnGgUBBk5VAt8fV9jbsRwr=s120-c-rp-mo-ba2-br100', 'local_guide': True, 'reviews': 18, 'photos': 20}",5.0,"The vibe of this restaurant is so cool, with gorgeous artwork and ambient lighting. The staff were very friendly, our food came out so quickly, and the food was delicious! I got the alambre and al pastor tacos, and a margarita.",6 months ago,
0x880fcf7a49499575:0xf8e3fbf6f8657044,Zentli,4.8,244,$,Mexican restaurant,"{'name': 'Daniel Breems', 'link': 'https://www.google.com/maps/contrib/113757709456609641925?hl=en-US', 'contributor_id': '113757709456609641925', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjUr_qA7yzZi5G7ncQT-4kaat82p4xITN84mYc2Y9OG9rrp1C277=s120-c-rp-mo-ba7-br100', 'local_guide': True, 'reviews': 459, 'photos': 7479}",4.0,"Came for dinner around 7:00 pm on a Wednesday evening.  Had reservations and sat right down. Service was good and atmosphere very nice(slightly dark). Great menu, hand shaken drinks.

Very simple chips and Salsa for $5 is my only complaint.  All the food was good. Seasoning could be amped up a bit for my preference. Specifically, the Elote could have been amplified. Bit pricy for overall delivery. I would dine here again",Edited a year ago,
0x880fcf7a49499575:0xf8e3fbf6f8657044,Zentli,4.8,244,$,Mexican restaurant,"{'name': 'Solomon Byrne', 'link': 'https://www.google.com/maps/contrib/117329893853990199203?hl=en-US', 'contributor_id': '117329893853990199203', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWg_-MXR6xkERzIZPwpuR5_uVwKhVIDVo04jjOsWodbFPk_glho=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 72, 'photos': 72}",5.0,Amazing tacos. Really amazing taste. A little small for the price though. I'm skinny and I could eat 10 of them and they are like 7 dollars a pop. But really really tasty. Def worth a try,8 months ago,
0x880fcf7a49499575:0xf8e3fbf6f8657044,Zentli,4.8,244,$,Mexican restaurant,"{'name': 'Katie S', 'link': 'https://www.google.com/maps/contrib/103813515538744229620?hl=en-US', 'contributor_id': '103813515538744229620', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocK75ZQJq4gFZ-lbNZyaH0if4ZqzM9QUYp9hzFVmctZ9rQltLQ=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 35, 'photos': 44}",5.0,Delicious!! The food was outstanding and so was the service. The best mole I’ve ever had! Everything inside is handmade by the owner. From the tables to the art. It’s truly incredible!,10 months ago,
0x880fcf7a49499575:0xf8e3fbf6f8657044,Zentli,4.8,244,$,Mexican restaurant,"{'name': 'Usuf Khan', 'link': 'https://www.google.com/maps/contrib/104456607926509788035?hl=en-US', 'contributor_id': '104456607926509788035', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjV2taVcYltQQ09MVp3qfbhvapNzr4GSwizdjKZaVhBx9LlklMbKTg=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 59, 'photos': 826}",5.0,"Amazing decor , even better food and amazing mixes drinks. Can't say anything bad about this place. It's top notch ! My good friend Ryan brought me over showing me this new spot in my old neighborhood and I couldn't be more delighted to enjoy the amazing food and service. Highly recommend it and will totally be back for more.

Go try it !",2 years ago,
0x880fc5c4ffd6891d:0x1bec168f37f542af,Great Coast Commons,4.9,158,,New American restaurant,"{'name': 'Antonia Russin', 'link': 'https://www.google.com/maps/contrib/118134099822713190102?hl=en-US', 'contributor_id': '118134099822713190102', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjUiQpJJuhhr0aYg6WaDUAZfTLn1LZDVfAoFjyQ2YN3afyGco2JZ=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 5, 'photos': 0}",5.0,"The server was so nice! The owner even stopped by and said hi. I had the cauliflower, and it was amazing. So flavorful. We also had the savory monkey bread and chips. Everything was yummy!  Great drinks too.",3 weeks ago,
0x880fc5c4ffd6891d:0x1bec168f37f542af,Great Coast Commons,4.9,158,,New American restaurant,"{'name': 'Magda Thaller', 'link': 'https://www.google.com/maps/contrib/109531441408696793779?hl=en-US', 'contributor_id': '109531441408696793779', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocKkAcR8TF8GHVCI5-pm3E-mdPcj711pNGwtZ5EhxepqOIIspw=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 11, 'photos': 1}",5.0,5 stars every single time.   This time for the opening of Oktoberfest I had the Schweinshaxe with red cabbage.   A truly authentic meal  omg a must have - soooo delicious!,2 months ago,
0x880fc5c4ffd6891d:0x1bec168f37f542af,Great Coast Commons,4.9,158,,New American restaurant,"{'name': 'Faith Zelinsky', 'link': 'https://www.google.com/maps/contrib/108513170533039332365?hl=en-US', 'contributor_id': '108513170533039332365', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocIhurB60TXW9ULFXieDYhNMPSlHT1LCbMbeljixoGz25TXU2g=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 6, 'photos': 2}",5.0,The gluten free fried chicken is amazing and zero reaction. Seems pricey but the portion is beyond generous. My husband and I split it and still had enough left over for a small lunch. I have missed real fried chicken and this hit the spot! They have a dedicated gf fryer,4 months ago,
0x880fc5c4ffd6891d:0x1bec168f37f542af,Great Coast Commons,4.9,158,,New American restaurant,"{'name': 'Colleen Raab', 'link': 'https://www.google.com/maps/contrib/117909716938610101296?hl=en-US', 'contributor_id': '117909716938610101296', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocIrjC7Ie6ZtACQO8Jf-SJoTnKO323vxqXF3EiutCdHF6JPTfg=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 20, 'photos': 75}",5.0,"10/10 will definitely come back. We came early on Thursday and it did not disappoint! Mike our waiter was so friendly and helpful - gave a taste of two different wines before ordering a glass and a complimentary flourless chocolate cake (amazing) to celebrate finishing grad school.

We started with the vegan chorizo tacos (UNREAL) and split the trout, general tso cauliflower and broccolini. Everything was so fresh and flavorful!",3 years ago,
0x880fc5c4ffd6891d:0x1bec168f37f542af,Great Coast Commons,4.9,158,,New American restaurant,"{'name': 'Ajit Kalra', 'link': 'https://www.google.com/maps/contrib/117902824961667644168?hl=en-US', 'contributor_id': '117902824961667644168', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjX5RMG79sIVyT8Snpn3J-SOpwRpBDHS12ahUaHv0ofb6gyEcfM=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 157, 'photos': 587}",4.0,"Here's what you need to know: Outstanding service my Mike Donovan - just a great server who set the standard. Very tasty fried chicken sandwich and ribs. We celebrated our birthday here (very enjoyable galette for dessert) and really enjoyed ourselves and will be back for more, especially for Mike hospitality.

While overall the pricing was fair for the area, The only reason why the review is not 5 stars is because of the pricing on the specials. They had a ribs special that was 4 ribs (about 35-40% of the whole rack) for $33 ($43 with tax and tip) which is just unjustified. These aren't kurobuta heritage ribs that I could tell and good smoking is not an extravagance these days with technology where it is. So seemed excessive for that.

Ambiance is nice and quaint and we look forward to coming back to try the other offerings on the menu.

Meal for 2 with coffee but no alcohol or apps was $100",2 years ago,
0x880fc5c4ffd6891d:0x1bec168f37f542af,Great Coast Commons,4.9,158,,New American restaurant,"{'name': 'Juan Quiroz', 'link': 'https://www.google.com/maps/contrib/107788713144386196243?hl=en-US', 'contributor_id': '107788713144386196243', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWRGCSERIg0qzxjiL_hTYzl5UGYaXifPp0TiWvrUsdxDwsIfek=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 54, 'photos': 46}",5.0,"A Wonderful Dining Experience – Excellent Food & Service!
We stopped by without a reservation and were pleasantly surprised by how accommodating the staff was. They went out of their way to find us a table.
The pork chops were absolutely amazing—perfectly cooked and served with a special sauce that took them to the next level. Every bite was packed with flavor. Our little one had the kids’ chicken, which was both crispy and tender—he loved it!
Overall, a fantastic dining experience with great food and warm hospitality. We’ll definitely be back!",7 months ago,
0x880fc5c4ffd6891d:0x1bec168f37f542af,Great Coast Commons,4.9,158,,New American restaurant,"{'name': 'Taz Wilson', 'link': 'https://www.google.com/maps/contrib/105051383125806425310?hl=en-US', 'contributor_id': '105051383125806425310', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocIsvesjb08LeoKEdmj2Fp69Fu-z1HbTBoxKUDRKgf0u15C7nA=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 15, 'photos': 0}",5.0,"Our best local dining place. I swear every time that I am going to expand my dinner choice, but I always go for the halibut. I would get a side salad versus a salad and an entree because both portions are large enough for a.meal.",2 months ago,
0x880fc5c4ffd6891d:0x1bec168f37f542af,Great Coast Commons,4.9,158,,New American restaurant,"{'name': 'Brian Hanscel', 'link': 'https://www.google.com/maps/contrib/110226992385123816919?hl=en-US', 'contributor_id': '110226992385123816919', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVJZlsBBd0zl-l0d5W5amIWyohtfxP6XcK8ZzOaCoQMSX7Nb0LqpA=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 51, 'photos': 27}",5.0,"Fantastic neighborhood spot with great cocktails and a top to bottom good menu that blends French, Asian, and classic American dishes. All the staff are the best and make you feel right at home. Love this spot.",5 months ago,
0x880fc5526160b493:0xbc84e3aa3667b46d,Bluestone,4.3,565,$$,Restaurant,"{'name': 'Sarah Hampton', 'link': 'https://www.google.com/maps/contrib/111038839511762792505?hl=en-US', 'contributor_id': '111038839511762792505', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjX-xEbIsB6Vt9y6hygV47fe8x6iPfDzG-XvLzXDVf-FUqLMgWA=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 1, 'photos': 0}",5.0,"My family (10 people) came in yesterday to celebrate my mom and aunt's birthday. We had an AMAZING experience! Our server, Beatrice, was truly incredible. The epitome of a great server. She was timely, cleared empty cups/plates between courses, brought napkins and new plates/silverware, and got everyone's order correct, despite many orders having specific modifications. The food was incredible, in particular- the pizza, smoked wings, terriyaki rice bowl with blackened chicken (HUGE portion, made 2 meals out of it!) and the blackened salmon sandwich.

My family has been coming to Bluestone for a long time, and we think they have made awesomely positive changes along the way.

DEFINITELY ask for Beatrice when you go in- you won't regret it!",a month ago,
0x880fc5526160b493:0xbc84e3aa3667b46d,Bluestone,4.3,565,$$,Restaurant,"{'name': 'James Colquitt, PhD', 'link': 'https://www.google.com/maps/contrib/108094641585921452592?hl=en-US', 'contributor_id': '108094641585921452592', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjUjfm1aGRQ3NdhW8a6HgveSmmsROhCsq7FYr0PPX5krEMoDEgaykA=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 33, 'photos': 24}",5.0,"★★★★★
Blue Stone in Evanston is a hidden gem that perfectly balances casual dining with great food and atmosphere. My group visited during a quiet afternoon, and the experience was fantastic from start to finish.

The appetizers here are generous enough to make a meal! We tried the loaded nachos with chicken, which came perfectly assembled with guacamole, sour cream, and salsa (pro tip: follow our server's recommendation to skip the olives). We also ordered the Parmesan Truffle Fries with aioli, which were absolutely addictive – we demolished them in record time.
The service was outstanding, with both the hostess and our server being incredibly welcoming and knowledgeable. Our server's recommendations were spot-on, helping us make the perfect choices for our meal.

The ambiance is versatile and comfortable, with both booth and table seating options and great lighting throughout. There are TVs placed strategically around the restaurant for sports fans, but they don't detract from the overall chill vibe. During warmer months, they offer outdoor seating which creates a wonderful, relaxing atmosphere. Even in cooler weather, the patio can be enjoyable if you dress appropriately.

Pro tips:
The loaded nachos and truffle fries are must-try items
You can upgrade your entrée's side dish to truffle fries
Visit during off-peak hours if you prefer a quieter atmosphere
Consider the outdoor seating in nice weather

Overall, Blue Stone offers a comfortable, casual dining experience with generous portions and attentive service. Definitely worth checking out if you're in Evanston!",10 months ago,
